iter	Logloss
0	0.6421474132
1	0.5851074384
2	0.5388405783
3	0.4950593263
4	0.4616594806
5	0.4269369147
6	0.3998380286
7	0.3745452893
8	0.3510902761
9	0.3281314072
10	0.3063572222
11	0.2863317587
12	0.269296216
13	0.2560972078
14	0.2426161968
15	0.2289659556
16	0.2190553077
17	0.2073747536
18	0.1985705939
19	0.1902465907
20	0.1834707601
21	0.1738722589
22	0.1681720753
23	0.1621370732
24	0.1575563657
25	0.1525137437
26	0.1450667659
27	0.1411837598
28	0.1363650824
29	0.1329387126
30	0.1291507267
31	0.1258299375
32	0.1216621338
33	0.1187116445
34	0.1160346827
35	0.1141772123
36	0.1098850071
37	0.1079976572
38	0.1047199141
39	0.102523355
40	0.09925875543
41	0.0969925773
42	0.09543844987
43	0.09360490593
44	0.09176694022
45	0.09004694661
46	0.08890890662
47	0.08781916245
48	0.08656229802
49	0.08509748056
50	0.08401435783
51	0.08273394759
52	0.08115945128
53	0.07982429884
54	0.07874534613
55	0.07759876092
56	0.07621540742
57	0.07552777702
58	0.07472221861
59	0.07403167338
60	0.07319231503
61	0.07229542356
62	0.0712247305
63	0.07037645799
64	0.06929705024
65	0.06840282422
66	0.06759067541
67	0.06714690148
68	0.06630442264
69	0.06593169136
70	0.06538682634
71	0.06483118924
72	0.06441630297
73	0.06381730003
74	0.06338936607
75	0.06287239466
76	0.06210182089
77	0.06152327735
78	0.06087259515
79	0.06028903792
80	0.05974591378
81	0.05928462842
82	0.05903915566
83	0.05836443203
84	0.05807794536
85	0.05777180037
86	0.05740497921
87	0.05694179972
88	0.05654909213
89	0.05612892641
90	0.0558930632
91	0.05536120522
92	0.05498089702
93	0.05459689346
94	0.05432007113
95	0.0536830319
96	0.05334876568
97	0.05296241535
98	0.05264070695
99	0.05211724795
100	0.05159330336
101	0.0513421318
102	0.050916913
103	0.05051717907
104	0.05024585782
105	0.04982676466
106	0.04932990983
107	0.04884575892
108	0.04854583948
109	0.04833701522
110	0.04819205863
111	0.04770815438
112	0.04740068469
113	0.04698629174
114	0.04640689028
115	0.04589821422
116	0.04555217263
117	0.0452305961
118	0.04499021728
119	0.04445885501
120	0.04415209885
121	0.04389125563
122	0.04348386856
123	0.04318081922
124	0.04272584428
125	0.042481117
126	0.04232231685
127	0.04214969936
128	0.04174113322
129	0.04141965006
130	0.04126773243
131	0.04112930698
132	0.04089126745
133	0.04067694679
134	0.04044339184
135	0.04009448957
136	0.03972394412
137	0.03936637311
138	0.03912362801
139	0.03882113057
140	0.03872542244
141	0.03835848594
142	0.03814483327
143	0.03783969437
144	0.0374276531
145	0.03715346265
146	0.03705488075
147	0.03687330652
148	0.0365686922
149	0.03648005716
150	0.0362934638
151	0.03615233094
152	0.03589430012
153	0.03567214209
154	0.03538198505
155	0.03519050382
156	0.03507917879
157	0.03489960434
158	0.03466148051
159	0.0345500558
160	0.03445359399
161	0.03434523617
162	0.03408760639
163	0.03379370681
164	0.03345097905
165	0.03312235893
166	0.03299758485
167	0.03291644963
168	0.03257403687
169	0.03247682094
170	0.0323795049
171	0.03218915645
172	0.03192101042
173	0.03169223266
174	0.03139488453
175	0.03131220272
176	0.03118530467
177	0.03110710526
178	0.03082684939
179	0.0307376224
180	0.03065824522
181	0.03057887732
182	0.03036693384
183	0.03018930734
184	0.0301132658
185	0.02980450916
186	0.02975403814
187	0.02961668453
188	0.02948043765
189	0.02931153579
190	0.02917650277
191	0.02881854187
192	0.02868325144
193	0.02862527322
194	0.02853672682
195	0.02832018244
196	0.02814640421
197	0.02808242563
198	0.02802246632
199	0.02774059285
200	0.02756790494
201	0.02727124474
202	0.02723113904
203	0.02702878923
204	0.02687836572
205	0.02661866979
206	0.02642936414
207	0.02640740632
208	0.02633501858
209	0.02617488675
210	0.02591310342
211	0.02576124381
212	0.0256713582
213	0.02558071889
214	0.02550039829
215	0.02525248196
216	0.02509643354
217	0.02498554375
218	0.02486534651
219	0.02471294863
220	0.02463081894
221	0.02458124105
222	0.02444968624
223	0.02440181969
224	0.02424379158
225	0.02422501369
226	0.02405018805
227	0.02401485409
228	0.02381822943
229	0.02375987136
230	0.02364400384
231	0.0234721816
232	0.02340812214
233	0.02336310938
234	0.02322955134
235	0.02321087887
236	0.02314512941
237	0.02301654118
238	0.0228740856
239	0.02268201268
240	0.0226448796
241	0.02253044692
242	0.02248678002
243	0.02238421437
244	0.02216912183
245	0.0220799358
246	0.02199004874
247	0.0219452222
248	0.02192858235
249	0.02177410097
250	0.02172488428
251	0.02171041106
252	0.02167091855
253	0.0215833099
254	0.0214351918
255	0.02140530397
256	0.02132908662
257	0.02123704126
258	0.0210368546
259	0.02099441857
260	0.02086420683
261	0.02068183956
262	0.02060100867
263	0.02058654701
264	0.02055211267
265	0.02049961449
266	0.0203892322
267	0.02031670834
268	0.0202272268
269	0.02015377479
270	0.02012656318
271	0.02010287287
272	0.02007069438
273	0.02003112096
274	0.01988600656
275	0.01978696016
276	0.01967108807
277	0.01960455903
278	0.01956919912
279	0.0194094027
280	0.01924557687
281	0.01917628163
282	0.01915423935
283	0.01909261368
284	0.01907482287
285	0.01898104206
286	0.01891386062
287	0.01873926724
288	0.01868536644
289	0.01865295046
290	0.01854627801
291	0.0184581891
292	0.01844800428
293	0.01834735462
294	0.01821232561
295	0.01814028595
296	0.01803181455
297	0.01799006667
298	0.01797036504
299	0.0179594732
300	0.01789487916
301	0.01786813079
302	0.01777932217
303	0.01775495566
304	0.01774221587
305	0.01771818524
306	0.0175647853
307	0.01749469557
308	0.01744748363
309	0.01738968849
310	0.01736897116
311	0.01731798657
312	0.01731011673
313	0.01710628564
314	0.01707897359
315	0.01700755553
316	0.01693786531
317	0.01687335387
318	0.01684764577
319	0.01680841817
320	0.01676729127
321	0.01664543666
322	0.01660347993
323	0.01659344741
324	0.01658386058
325	0.01655913664
326	0.01651670234
327	0.01637898924
328	0.01633771031
329	0.01631960716
330	0.01623158543
331	0.01621336763
332	0.01611783154
333	0.01610870123
334	0.01609838584
335	0.01600636493
336	0.01595039921
337	0.01591526015
338	0.01583426743
339	0.01582976992
340	0.01582245716
341	0.01574996927
342	0.01560248052
343	0.01554588338
344	0.01553666672
345	0.01553016182
346	0.01547095262
347	0.01542533819
348	0.01537033276
349	0.01532305595
350	0.01518827781
351	0.01518188375
352	0.01504149738
353	0.01502749934
354	0.01501876366
355	0.01496580868
356	0.01495075829
357	0.01483694634
358	0.01471134664
359	0.01464640226
360	0.0145596157
361	0.01449527136
362	0.01447515741
363	0.01438786933
364	0.01435600259
365	0.01434914314
366	0.01431194453
367	0.01424096297
368	0.01423443163
369	0.01414835928
370	0.01403111183
371	0.01398572826
372	0.01391622813
373	0.0138461238
374	0.01380213627
375	0.01367338558
376	0.01363104148
377	0.01362679349
378	0.01361940695
379	0.01359631092
380	0.01352404234
381	0.01349093766
382	0.01342364503
383	0.01335285032
384	0.01333823222
385	0.01332713732
386	0.01328336473
387	0.01322450791
388	0.01313705285
389	0.01310330438
390	0.01309107009
391	0.01302623466
392	0.01296292172
393	0.01292863772
394	0.01282607034
395	0.01275074576
396	0.01271770172
397	0.01268235051
398	0.01254466342
399	0.01249500438
400	0.01245810127
401	0.01243288425
402	0.01239980875
403	0.01236937177
404	0.01230440123
405	0.0122825588
406	0.01221719394
407	0.01217920267
408	0.01217333963
409	0.01213766315
410	0.01208326846
411	0.01204687404
412	0.01200836365
413	0.01199546664
414	0.01194770321
415	0.01192452965
416	0.01192114122
417	0.01191048577
418	0.01190698889
419	0.01185717934
420	0.01177971121
421	0.01171234655
422	0.01170881259
423	0.01164225186
424	0.01163839974
425	0.01152963082
426	0.01146890837
427	0.01145129101
428	0.01144351256
429	0.0113941008
430	0.01138878103
431	0.01138348187
432	0.01138057917
433	0.011346523
434	0.01132485104
435	0.01128640572
436	0.01122592325
437	0.0111807896
438	0.01110717411
439	0.01109640379
440	0.01105503092
441	0.0109898373
442	0.01094840642
443	0.01094379666
444	0.01092140594
445	0.01090962219
446	0.01086937074
447	0.0108608184
448	0.01085634198
449	0.01081739756
450	0.01078948842
451	0.01076080279
452	0.01070618344
453	0.01069541002
454	0.01066501889
455	0.01062860467
456	0.01059363468
457	0.01053023873
458	0.01052293882
459	0.01049574458
460	0.01045912702
461	0.01044109796
462	0.01040546748
463	0.01038882924
464	0.01038071471
